id	org	district	locale	office	seatnum	subdist	name	elected	party	votes_C	pct	termlen	open	Res	Part	web	email	phone	address	headshot	Status
8752	schl-cou	16830	grass lake		5	0	Amy Humbarger	2024-11-05	N	1676	16	6				www.grasslakeschools.com/board-of-education/index	ahumbarger@juno.com	517-867-5540	899 S. Union Street Grass Lake, MI 49240		
8753	schl-cou	16830	grass lake		6	0	Joe DeBoe	2024-11-05	N	1592	15	6				www.grasslakeschools.com/board-of-education/index	debolanterns@gmail.com	517-867-5540	899 S. Union Street Grass Lake, MI 49240		
8754	schl-cou	16830	grass lake		7	0	Kyle R. McClure	2024-11-05	N	1374	13	6				www.grasslakeschools.com/board-of-education/index		517-867-5540	899 S. Union Street Grass Lake, MI 49240		
2630	town	47460	lima	town-clerk	1	0	Ann Kwaske	2024-11-05	N	189	100	4				limatownshipmi.gov/departments/election-information	akwaske@limatownshipmi.gov	734-475-2246 x203	11452 Jackson Rd, Dexter, MI 48130		
3295	town	47460	lima	town-super	1	0	William VanRiper	2024-11-05	R	1657	96	4				https://limatownshipmi.gov/board-of-trustees/	bvanriper@limatownshipmi.gov	(734) 475-2246	12172 Jackson Road, Dexter, MI 48130		
3916	town	47460	lima	town-treas	1	0	Nanette Havens	2024-11-05	R	1591	100	4				limatownshipmi.gov	nhavens@limatownshipmi.gov	734-475-2246 x205	11452 Jackson Rd, Dexter, MI 48130		
4758	town-cou	47460	lima	council	1	0	Dale Luick	2024-11-05	R	1240	35	4				limatownshipmi.gov	daluick@limatownshipmi.gov	734-475-2246	11452 Jackson Rd, Dexter, MI 48130		
4759	town-cou	47460	lima	council	2	0	Greg McKenzie	2024-11-05	R	1421	41	4				limatownshipmi.gov	gmckenzie@limatownshipmi.gov	734-475-2246	11452 Jackson Rd, Dexter, MI 48130		
1764	schl-cou	21570	lincoln		1	0	Jennifer Czachorski	2020-11-03	N	7422	27	6	Y			www.lincolnk12.org/our-district/about-lcs/board-of-education	czachorskij@lincolnk12.org	734-484-7000	7425 Willis Road Ypsilanti, MI 48197		
1765	schl-cou	21570	lincoln		2	0	Jennifer LaBombarbe	2020-11-03	N	7707	28	6	Y			www.lincolnk12.org/our-district/about-lcs/board-of-education	labombarbej@lincolnk12.org	734-484-7000	7425 Willis Road Ypsilanti, MI 48197		
1766	schl-cou	21570	lincoln		3	0	Thomas Rollins	2020-11-03	N	6455	23	6	Y			www.lincolnk12.org/our-district/about-lcs/board-of-education	trollins75@gmail.com	(800) 877-8339	7425 Willis Road Ypsilanti, MI 48197	https://millercenter.org/sites/default/files/2024-04/Rollins_Thomas.jpg	
7015	schl-cou	21570	lincoln		4	0	Jason D. Moore	2024-11-05	N	8755	47	6				www.lincolnk12.org/our-district/about-lcs/board-of-education	jasonj@lincolnk12.org	734-484-7000	7425 Willis Road Ypsilanti, MI 48197		
7016	schl-cou	21570	lincoln		5	0	Matthew Bentley	2022-11-08	N	5166	27	6				www.lincolnk12.org/our-district/about-lcs/board-of-education	bentleym@lincolnk12.org	734-484-7000	7425 Willis Road Ypsilanti, MI 48197	https://www.cityofhillsdale.org/sites/default/files/imageattachments/directory/7948/bentley_matthew.jpg	
7017	schl-cou	21570	lincoln		6	0	Stacy Kind	2022-11-08	N	5324	28	6				www.lincolnk12.org/our-district/about-lcs/board-of-education	sakind@yahoo.com	(517) 373-4980	7425 Willis Road Ypsilanti, MI 48197		
8889	schl-cou	21570	lincoln		7	0	Lauren Smith	2024-11-05	N	9303	50	6				www.lincolnk12.org/our-district/about-lcs/board-of-education	smithln@lincolnk12.org	734-484-7000	7425 Willis Road Ypsilanti, MI 48197	https://www.uofmhealthsparrow.org/sites/default/files/physicians/s/smith-lauren-md-1723053964.jpg	
2639	town	49120	lodi	town-clerk	1	0	Christina Schaible Smith	2024-11-05	R	2228	52	4				loditownshipmi.org/elections-and-clerks-office	christina@loditownshipmi.org	734-665-7583	3755 Pleasant Lake Road Ann Arbor, Michigan  48103	https://loditownshipmi.org/wp-content/uploads/2018/06/Lodi_Township_Hall_250.jpg	
3304	town	49120	lodi	town-super	1	0	Janann Godek	2024-11-05	R	2206	51	4				https://loditownshipmi.org/board-of-trustees-members/		(734) 665-7583	3755 Pleasant Lake Road, Ann Arbor, MI 48103		
3925	town	49120	lodi	town-treas	1	0	Michelle K. Foley	2024-11-05	R	2708	100	4				loditownshipmi.org	michelle@loditownshipMI.org	734-665-7583	3755 Pleasant Lake Road, Ann Arbor, MI 48103	https://loditownshipmi.org/wp-content/uploads/2018/06/Lodi_Township_Hall_250.jpg	
4770	town-cou	49120	lodi	council	1	0	Leslie Blackburn	2024-11-05	D	2193	13	4				loditownshipmi.org		734-665-7583	3755 Pleasant Lake Road, Ann Arbor, MI 48103		
4771	town-cou	49120	lodi	council	2	0	Steve Marsh	2024-11-05	D	2200	13	4				loditownshipmi.org		734-665-7583	3755 Pleasant Lake Road, Ann Arbor, MI 48103		
4772	town-cou	49120	lodi	council	3	0	Alex Matelski	2024-11-05	D	2044	12	4				loditownshipmi.org		734-665-7583	3755 Pleasant Lake Road, Ann Arbor, MI 48103		
4773	town-cou	49120	lodi	council	4	0	Donald A. Rentschler	2024-11-05	R	2017	12	4				loditownshipmi.org	Rentschler@LodiTownshipMI.org 	734-665-7583	3755 Pleasant Lake Road, Ann Arbor, MI 48103	https://loditownshipmi.org/wp-content/uploads/2018/06/Lodi_Township_Hall_250.jpg	
2642	town	49780	lyndon	town-clerk	1	0	Linda Reilly	2024-11-05	D	1134	100	4				lyndontownshipmi.gov/township-boards-officials-and-commissions/township-clerk	clerk@lyndontownshipmi.gov	734-475-2401 x11	17751 N Territorial Rd Chelsea, Michigan  48118	https://lyndontownshipmi.gov/wp-content/uploads/2021/07/Lyndon-Township-Hall-Exterior-scaled.jpg	
3306	town	49780	lyndon	town-super	1	0	Pam Byrnes	2024-11-05	D	1123	100	4				lyndontownshipmi.gov	supervisor@lyndontownshipmi.gov	734-475-2401	17751 N. Territorial Road, Chelsea, MI 48118	https://lyndontownshipmi.gov/wp-content/uploads/2021/07/Lyndon-Township-Hall-Exterior-scaled.jpg	
3928	town	49780	lyndon	town-treas	1	0	Kristen Brekke	2024-11-05	D	1101	100	4				lyndontownshipmi.gov	treasurer@lyndontownshipmi.gov	734-475-2401	17751 N. Territorial Road, Chelsea, MI 48118	https://lyndontownshipmi.gov/wp-content/uploads/2021/07/Lyndon-Township-Hall-Exterior-scaled.jpg	
4776	town-cou	49780	lyndon	council	1	0	Tim Eder	2024-11-05	D	1059	52	4				lyndontownshipmi.gov/township-boards-officials-and-commissions	timeder@lyndontownshipmi.gov	734-475-2401	17751 N Territorial Rd Chelsea, Michigan 48118		
4777	town-cou	49780	lyndon	council	2	0	Robert Mester	2024-11-05	D	975	47	4				lyndontownshipmi.gov/township-boards-officials-and-commissions	trusteemester@yahoo.com	734-475-2401	17751 N Territorial Rd Chelsea, Michigan 48118		
7893	city	50660	manchester	mayor	1	0	Patricia K. Vailliencourt	2025-11-04	N	334	100	2				https://city-manchester.org/village-council/	pvailliencourt@city-manchester.org	(734) 428-7877	912 City Road, Manchester, MI 48158		
8040	city-cou	50660	manchester		1	0	Marsha Johnson Chartrand	2023-11-07	N	442	16	4				https://city-manchester.org/village-council/	mjchartrand@city-manchester.org	(517) 513-9525	10990 Clinton Road, Manchester, MI 48158		
8041	city-cou	50660	manchester		2	0	Sue LaRocque	2023-11-07	N	448	16	4				https://city-manchester.org/village-council/	slarocque@city-manchester.org	(734) 428-7877	912 City Road, Manchester, MI 48158		
8042	city-cou	50660	manchester		3	0	Martin J. Way	2023-11-07	N	359	13	4				https://city-manchester.org/village-council/	mway@city-manchester.org	(734) 428-7877	912 City Road, Manchester, MI 48158		
8043	city-cou	50660	manchester		4	0	Amelia L. Woods	2023-11-07	N	268	9	4				https://city-manchester.org/village-council/	awoods@city-manchester.org	(734) 428-7877	912 City Road, Manchester, MI 48158		
11416	city-cou	50660	manchester		5	0	Cynthia Dresch	2025-11-04	N	315	35	4				https://city-manchester.org/village-council/	cdresch@vil-manchester.org	(734) 649-4303	300 River Bend St. Manchester, MI 48158		
11417	city-cou	50660	manchester		6	0	Steven Harvey	2025-11-04	N	307	34	4				https://city-manchester.org/village-council/	sharvey@vil-manchester.org	(734) 428-7803	406 W. Main, Manchester, MI 48158		
11418	city-cou	50660	manchester		7	0	Amelia L. Woods	2025-11-04	N	269	30	4				https://city-manchester.org/village-council/	awoods@city-manchester.org	(734) 428-7877	912 City Road, Manchester, MI 48158		
1788	schl-cou	22380	manchester		1	0	Brandon Woods	2024-11-05	N	2081	31	4				www.manchesterschools.us/district/board-of-education	bwoods@mcs.k12.mi.us	734-428-9711	710 E. Main Street Manchester, MI 48158		
1789	schl-cou	22380	manchester		2	0	Colleen A. Schoenfeld	2024-11-05	N	2042	31	4				www.manchesterschools.us/district/board-of-education	cschoenfeld@mcs.k12.mi.us	734-428-9711	710 E. Main Street Manchester, MI 48158		
1790	schl-cou	22380	manchester		3	0	Jennifer Caszatt	2024-11-05	N	2126	32	4				www.manchesterschools.us/district/board-of-education	jcaszatt@mcs.k12.mi.us	734-428-9711	710 E. Main Street Manchester, MI 48158		
1791	schl-cou	22380	manchester		4	0	Sarah Roth	2024-11-05	N	272	4	4				www.manchesterschools.us/district/board-of-education	sroth@mcs.k12.mi.us	734-428-9711	710 E. Main Street Manchester, MI 48158		
7037	schl-cou	22380	manchester		5	0	Michael J. Tindall	2022-11-08	N	1989	20	4	Y			www.manchesterschools.us/district/board-of-education	mtindall@mcs.k12.mi.us	734-428-9711	710 E. Main Street Manchester, MI 48158	https://manchesterschools-cdn.fxbrt.com/downloads/_acct_/00/00/11/21/michael-tindall.jpg	
7038	schl-cou	22380	manchester		6	0	Rebecca Harvey	2022-11-08	N	1900	19	4	Y			www.manchesterschools.us/district/board-of-education	rharvey@mcs.k12.mi.us	734-428-7803	710 E. Main Street Manchester, MI 48158		
7039	schl-cou	22380	manchester		7	0	Sandra Wiitala	2022-11-08	N	1979	20	4	Y			www.manchesterschools.us/district/board-of-education	swiitala@mcs.k12.mi.us	734-428-9711	710 E. Main Street Manchester, MI 48158	https://manchesterschools-cdn.fxbrt.com/downloads/_acct_/00/00/11/18/sandra_wiitala.png	
2649	town	50680	manchester	town-clerk	1	0	Danell Steele Proctor	2024-11-05	R	1321	100	4				https://twp-manchester.org/township-board/	mtwp_clerk@sbcglobal.net	734-428-7090	275 S Macomb Manchester, Michigan  48158		
3313	town	50680	manchester	town-super	1	0	Ronald A. Milkey	2024-11-05	R	1319	100	4				twp-manchester.org	rmilkey@twp-manchester.org	734-428-7090	275 S. Macomb, P.O. Box 668, Manchester, MI 48158		
3935	town	50680	manchester	town-treas	1	0	Kim Thompson	2024-11-05	R	1284	100	4				twp-manchester.org	kthompson@twp-manchester.org	734-428-7090	275 S. Macomb, P.O. Box 668, Manchester, MI 48158		
4793	town-cou	50680	manchester	council	1	0	John Seefeld	2024-11-05	D	656	22	4				twp-manchester.org	jseefeld@yahoo.com	734-428-7090	275 S. Macomb, P.O. Box 668, Manchester, MI 48158		
4794	town-cou	50680	manchester	council	2	0	Michael Fusilier	2024-11-05	R	1225	41	4				twp-manchester.org	mfusili@michfb.com	734-428-7090	275 S. Macomb, P.O. Box 668, Manchester, MI 48158	https://www.michfb.com/sites/default/files/inline-images/mike-fusilier.jpg	
4795	town-cou	50680	manchester	council	3	0	Lisa Moutinho	2024-11-05	N	401	13	4				twp-manchester.org	lisamoutinho@gmail.com	734-428-7090	275 S. Macomb, P.O. Box 668, Manchester, MI 48158		
4796	town-cou	50680	manchester	council	4	0	Michael Walter	2024-11-05	N	358	12	4				https://twp-manchester.org/township-board/		(734) 428-7090	275 S. Macomb, P.O. Box 668, Manchester, MI 48158		
5916	city	53920	milan	mayor	1	0	Edward J. Kolar III	2025-11-04	N	1017	64	2				milanmich.org	edkolar@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160		
6103	city-cou	53920	milan		1	0	Jesse Robert Nie	2025-11-04	N	830	21	4				milanmich.org	jessenie@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160		
6104	city-cou	53920	milan		2	0	Marie Gress	2025-11-04	N	909	23	4				milanmich.org	mariegress@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160		
6105	city-cou	53920	milan		3	0	Shannon Dare Wayne	2025-11-04	N	948	24	4				milanmich.org	shannonw@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160		
8050	city-cou	53920	milan		4	0	Mary C. Kerkes	2023-11-07	N	871	24	4				milanmich.org	maryk@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160		
8051	city-cou	53920	milan		5	0	David Snyder	2023-11-07	N	852	23	4				milanmich.org	daves@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160		
8052	city-cou	53920	milan		6	0	Matthew Stafford	2023-11-07	N	589	16	4				milanmich.org	matthews@milanmich.org	734-439-1501	147 Wabash, Milan MI 48160	https://thesuntimesnews.com/wp-content/uploads/2025/11/JimLancaster-groundbreaking-1-scaled.jpg	
1854	schl-cou	23850	milan		1	0	Andrew Cislo	2020-11-03	N	2382	29	6	Y			www.milanareaschools.org/domain/50	cisloa@milanareaschools.org	734-439-5050	100 Big Red Drive, Milan, MI 48160		
1855	schl-cou	23850	milan		2	0	Thomas Faro	2020-11-03	N	1860	23	6	Y			www.milanareaschools.org/domain/50	farot@milanareaschools.org	734-439-5050	100 Big Red Drive, Milan, MI 48160		
1856	schl-cou	23850	milan		3	0	Michelle R. Heikka	2020-11-03	N	2539	31	6	Y			www.milanareaschools.org/domain/50	heikkam@milanareaschools.org	734-439-5050	100 Big Red Drive, Milan, MI 48160		
7087	schl-cou	23850	milan		4	0	Sara Meray	2022-11-08	N	1720	31	6				www.milanareaschools.org/domain/50	merays@milanareaschools.org	734-439-5050	100 Big Red Drive, Milan, MI 48160		
7088	schl-cou	23850	milan		5	0	Betty Rosen-Leacher	2022-11-08	N	1537	27	6				www.milanareaschools.org/domain/50		(734) 268-6269	100 Big Red Drive, Milan, MI 48160		
8950	schl-cou	23850	milan		6	0	Carrie Karvonen-Gutierrez	2024-11-05	N	3038	28	6				www.milanareaschools.org/domain/50	gutierrezc@milanareaschools.org	734-439-5050	100 Big Red Drive, Milan, MI 48160		
8951	schl-cou	23850	milan		7	0	Cassie Prior	2024-11-05	N	3304	30	6				www.milanareaschools.org/domain/50	priorc@milanareaschools.org	734-439-5050	100 Big Red Drive, Milan, MI 48160	https://cfmonroedata.wpenginepowered.com/wp-content/uploads/2025/04/Cassie-Prior-300x282.jpg	
1873	schl-cou	24960	napoleon		1	0	James Callahan	2020-11-03	?	2000	26	6	Y			napoleonmi.sites.thrillshare.com/page/school-board	James.callahan@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926		
1874	schl-cou	24960	napoleon		2	0	Jeff McLain	2020-11-03	?	1922	25	6	Y			napoleonmi.sites.thrillshare.com/page/school-board	Jeff.mclain@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926		
1875	schl-cou	24960	napoleon		3	0	Thomas Wilson	2020-11-03	?	2203	28	6	Y			napoleonmi.sites.thrillshare.com/page/school-board	Thomas.wilson@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926	http://theexponentlive.com///wp-content/uploads/2020/10/Thomas-Wilson-headshotOnline.jpg	
7098	schl-cou	24960	napoleon		4	0	Heather Swaenepoel	2022-11-08	?	2166	45	6				napoleonmi.sites.thrillshare.com/page/school-board	Heather.swaenepoel2@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926		
7099	schl-cou	24960	napoleon		5	0	Bryce Wallace	2022-11-08	?	1367	28	6				napoleonmi.sites.thrillshare.com/page/school-board	Bryce.wallace@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926		
7100	schl-cou	24960	napoleon		6	0	Jason M. Breining	2024-11-05	?	2558	51	6				napoleonmi.sites.thrillshare.com/page/school-board	Jason.breining@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926		
8980	schl-cou	24960	napoleon		7	0	Corey Nykamp	2024-11-05	?	2362	48	6				napoleonmi.sites.thrillshare.com/page/school-board	Corey.nykamp@napoleonschools.org	517-536-8667	200 West St Napoleon, MI 4926		
2709	town	58280	northfield	town-clerk	1	0	Kathleen Manley	2024-11-05	R	3368	100	4				www.twp-northfield.org	manleyk@northfieldmi.gov	(734) 449-2880	8350 Main St., Whitmore Lake, MI 48189		
3375	town	58280	northfield	town-super	1	0	Larry Roman	2024-11-05	R	3338	100	4				www.twp-northfield.org	romanl@northfieldmi.gov	(734) 449-2880	8350 Main, P O Box 576 Whitmore Lake MI 48189		
3996	town	58280	northfield	town-treas	1	0	Jacqueline R. Otto	2024-11-05	R	3349	100	4				www.twp-northfield.org	ottoj@northfieldmi.gov	734-368-2251	8350 Main St, P.O. Box 576, Whitmore Lake, MI 48189		
4895	town-cou	58280	northfield	council	1	0	Adam Olney	2024-11-05	D	2566	17	4				www.twp-northfield.org		(734) 449-2880	8350 Main St, P.O. Box 576, Whitmore Lake, MI 48189		
4896	town-cou	58280	northfield	council	2	0	Janet M. Chick	2024-11-05	R	2884	19	4				www.twp-northfield.org	chickj@northfieldmi.gov	734-788-4954	8350 Main St, P.O. Box 576, Whitmore Lake, MI 48189		
4897	town-cou	58280	northfield	council	3	0	Jacob Donner	2024-11-05	R	2861	19	4				www.twp-northfield.org		(734) 449-2880	8350 Main St, P.O. Box 576, Whitmore Lake, MI 48189		
4898	town-cou	58280	northfield	council	4	0	Nate Muchow	2024-11-05	R	2624	17	4				www.twp-northfield.org	muchown@northfieldmi.gov	(734) 637-7557	1075 St. Andrews Dr., Whitmore Lake, MI 48189		
1904	schl-cou	25980	northville		1	0	Jena Mabrey	2024-11-05	?	10970	17	4				www.northvilleschools.org	NPSBOE@northvilleschools.org	734-623-9089	405 W. Main Street, Northville, MI 48167		
1905	schl-cou	25980	northville		2	0	Meredith Riggan Maurer	2024-11-05	?	9712	15	4				www.northvilleschools.org	NPSBOE@northvilleschools.org	248-938-0365	405 W. Main Street, Northville, MI 48167		
1906	schl-cou	25980	northville		3	0	Lisa McIntyre	2024-11-05	?	13086	20	4				www.northvilleschools.org	NPSBOE@northvilleschools.org	248-702-4406	405 W. Main Street, Northville, MI 48167		
1907	schl-cou	25980	northville		4	0	Ron Frazier	2024-11-05	?	11069	17	4				www.northvilleschools.org	NPSBOE@northvilleschools.org	734-404-8606	405 W. Main Street, Northville, MI 48167		
7120	schl-cou	25980	northville		5	0	Carin Meyer	2022-11-08	N	12215	18	4	Y			www.northvilleschools.org	NPSBOE@northvilleschools.org	734-335-0591	405 W. Main Street, Northville, MI 48167		
7121	schl-cou	25980	northville		6	0	Kim Campbell-Voytal	2022-11-08	N	12726	18	4	Y			www.northvilleschools.org	NPSBOE@northvilleschools.org	248-212-9557	405 W. Main Street, Northville, MI 48167		
7122	schl-cou	25980	northville		7	0	Melissa Stuart	2022-11-08	N	13276	19	4	Y			www.northvilleschools.org	NPSBOE@northvilleschools.org	248-567-2458	405 W. Main Street, Northville, MI 48167		
1969	schl-cou	28140	pinckney		1	0	Matthew Maciag	2020-11-03	N	110	33	6	Y			www.pinckneypirates.org/page/school-board	mmaciag@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
1970	schl-cou	28140	pinckney		2	0	Bethany Mohr	2020-11-03	N	122	36	6	Y			www.pinckneypirates.org/page/school-board	bmohr@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
1971	schl-cou	28140	pinckney		3	0	James Velasco, Sr	2020-11-03	N	99	29	6	Y			www.pinckneypirates.org/page/school-board	jvelasco@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
7175	schl-cou	28140	pinckney		4	0	Michelle Crampo	2022-11-08	N	117	35	6				www.pinckneypirates.org/page/school-board	mcrampo@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
7176	schl-cou	28140	pinckney		5	0	Bill Wearne	2022-11-08	N	94	28	6				www.pinckneypirates.org/page/school-board	bwearne@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
7177	schl-cou	28140	pinckney		6	0	Gayle Hurn	2022-11-08	N	104	62	6			P	www.pinckneypirates.org/page/school-board	ghurn@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
9047	schl-cou	28140	pinckney		7	0	Melissa Mueller	2024-11-05	N	125	52	6				www.pinckneypirates.org/page/school-board	mmueller@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
9048	schl-cou	28140	pinckney		8	0	Amanda Winningham	2024-11-05	N	113	47	6				www.pinckneypirates.org/page/school-board	amortensen@pinckneypirates.org	810-225-3900	2130 East M 36 Pinckney, MI 48169		
2755	town	64560	pittsfield charter	town-clerk	1	0	Michelle L. Anzaldi	2024-11-05	D	15786	100	4				www.pittsfield-mi.gov/165/Clerks-Office	clerk@pittsfield-mi.gov	734-822-3120	6201 W. Michigan Ave Ann Arbor, MI 48108	https://www.pittsfield-mi.gov/ImageRepository/Document?documentId=10757	
2990	town	64560	pittsfield charter	town-park	1	0	Sean Reilly	2024-11-05	D	14010	19	4				https://www.pittsfield-mi.gov/123/Park-Commission	clerk@pittsfield-mi.gov	(734) 822-3120	6201 W. Michigan Ave, Ann Arbor, MI 48108		
3421	town	64560	pittsfield charter	town-super	1	0	Trish Reilly	2024-11-05	D	15937	100	4				www.pittsfield-mi.gov/165/Clerks-Office	trish_reilly@msn.com	(734) 822-3135	6201 W. Michigan Avenue Ann Arbor, MI 48108		
4043	town	64560	pittsfield charter	town-treas	1	0	Christopher Ekpiken	2024-11-05	D	15579	100	4				https://www.pittsfield-mi.gov/365/Treasurers-Office	treasurer@pittsfield-mi.gov	(734) 822-3140	6201 W. Michigan Ave. Ann Arbor, MI 48108	https://www.pittsfield-mi.gov/ImageRepository/Document?documentId=10759	
4988	town-cou	64560	pittsfield charter	council	1	0	David Brabec	2024-11-05	D	14595	25	4				www.pittsfield-mi.gov/118/Board-of-Trustees	dbrabec@a2gov.org	734-822-3135	6201 W. Michigan Ave, Ann Arbor, MI 48108		
4989	town-cou	64560	pittsfield charter	council	2	0	Yameen Jaffer	2024-11-05	D	14580	25	4				www.pittsfield-mi.gov/118/Board-of-Trustees	jaffery@pittsfield-mi.gov	734-822-3135	6201 W. Michigan Ave, Ann Arbor, MI 48108		
4990	town-cou	64560	pittsfield charter	council	3	0	Courtney Mills	2024-11-05	D	14599	25	4				www.pittsfield-mi.gov/118/Board-of-Trustees	courtmills09@gmail.com	734-822-3135	6201 W. Michigan Ave, Ann Arbor, MI 48108		
4991	town-cou	64560	pittsfield charter	council	4	0	Andrea Urda-Thompson	2024-11-05	D	14291	24	4				www.pittsfield-mi.gov/118/Board-of-Trustees	Urda-ThompsonA@pittsfield-mi.gov	734-822-3135	6201 W. Michigan Ave, Ann Arbor, MI 48108		
1981	schl-cou	28560	plymouth-canton		1	0	Lauren Christenson	2020-11-03	N	272	17	6	Y			www.pccsk12.com/about/board	Lauren.Christenson@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
1982	schl-cou	28560	plymouth-canton		2	0	Patrick Kehoe	2020-11-03	N	245	15	6	Y			www.pccsk12.com/about/board	Patrick.Kehoe@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
1983	schl-cou	28560	plymouth-canton		3	0	Sheryl Picard	2020-11-03	N	200	12	6	Y			www.pccsk12.com/about/board	Sheryl.Picard@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
1984	schl-cou	28560	plymouth-canton		4	0	Sebastien Ostertag	2020-11-03	N	401	60	6			P	www.pccsk12.com/about/board	sebastien.ostertag@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
7187	schl-cou	28560	plymouth-canton		5	0	Anupam Chugh Sidhu	2022-11-08	N	21783	17	6				www.pccsk12.com/about/board	Anupam.Sidhu@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
7188	schl-cou	28560	plymouth-canton		6	0	Judy Westra	2022-11-08	N	21523	17	6				www.pccsk12.com/about/board	Judy.Westra@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
7189	schl-cou	28560	plymouth-canton		7	0	Sheryl Picard	2022-11-08	N	20302	16	6				www.pccsk12.com/about/board	Sheryl.Picard@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
7190	schl-cou	28560	plymouth-canton		8	0	Jennifer Vos	2024-11-05	N	24246	45	6				www.pccsk12.com/about/board	Jennifer.Vos@pccsk12.com	734-416-2700	454 S Harvey St, Plymouth, MI 48170		
2809	town	71130	salem	town-clerk	1	0	Del Wensley	2024-11-05	R	3080	100	4				www.salem-mi.org/departments/clerk/index.php	dwensley@salem-mi.org	248-912-6726	9600 Six Mile Rd. Salem, MI 48175		
3477	town	71130	salem	town-super	1	0	Gary Whittaker	2024-11-05	R	3165	100	4				www.salem-mi.org	gary@salem-mi.org	248-912-6722	9600 Six Mile Rd. Salem, MI 48175		
4098	town	71130	salem	town-treas	1	0	Bruce Reeve	2024-11-05	R	3033	100	4				www.salem-mi.org	treasurer@salem-mi.org	248-912-6721	9600 Six Mile Rd. Salem, MI 48175		
5097	town-cou	71130	salem	council	1	0	John Daniel	2024-11-05	R	2795	25	4				www.salem-mi.org	john@salem-mi.org	248-349-1690	9600 Six Mile Rd. Salem, MI 48175		
5098	town-cou	71130	salem	council	2	0	Reggie DeLuca	2024-11-05	R	2769	25	4				www.salem-mi.org	Reggie@salem-mi.org 	248-349-1690	9600 Six Mile Rd. Salem, MI 48175		
5099	town-cou	71130	salem	council	3	0	TJ McLaughlin	2024-11-05	R	2747	24	4				www.salem-mi.org	tj@salem-mi.org	248-349-1690	9600 Six Mile Rd. Salem, MI 48175		
5100	town-cou	71130	salem	council	4	0	David Trent	2024-11-05	R	2758	24	4				www.salem-mi.org	david@salem-mi.org	248-349-1690	9600 Six Mile Rd. Salem, MI 48175		
436	city	71140	saline	mayor	1	0	Brian D. Marl	2024-11-05	N	3384	100	2	Y			www.cityofsaline.org/government/elected_officials/city_council/index.php	bmarl@cityofsaline.org	734-429-4907 x2213	100 N Harris Street, Saline, Michigan 48176		
616	city-cou	71140	saline		1	0	Janet Dillon	2024-11-05	N	3184	29	2	Y			www.cityofsaline.org/government/elected_officials/city_council/index.php	jdillon@cityofsaline.org	734-429-4907 x3002	100 N Harris Street, Saline, Michigan 48176		
617	city-cou	71140	saline		2	0	Dean Benjamin Girbach	2024-11-05	N	2869	26	2	Y			www.cityofsaline.org/government/elected_officials/city_council/index.php	dbgirbach@cityofsaline.org	734-429-4907 x3001	100 N Harris Street, Saline, Michigan 48176	https://annarborobserver.com/wp-content/uploads/2025/10/Saline-City-of-Saline-2-300x169.jpg	
618	city-cou	71140	saline		3	0	Nicole Rice	2024-11-05	N	2875	26	2	Y			www.cityofsaline.org/government/elected_officials/city_council/index.php	nrice@cityofsaline.org	734-429-4907 x3005	100 N Harris Street, Saline, Michigan 48176	https://annarborobserver.com/wp-content/uploads/2025/10/Saline-City-of-Saline-2-300x169.jpg	
6183	city-cou	71140	saline		4	0	Jim Dell'Orco	2025-11-04	N	1274	18	2				www.cityofsaline.org/government/elected_officials/city_council/index.php	jdellorco@cityofsaline.org	(734) 429-4907	100 N. Harris St., Saline, MI 48176		
6184	city-cou	71140	saline		5	0	Tramane Halsch	2025-11-04	N	1252	18	2				www.cityofsaline.org/government/elected_officials/city_council/index.php	thalsch@salinemi.gov	(734) 429-4907 x3003	100 N Harris Street, Saline, Michigan 48176		
